Unnamed: 0,Tweets,id,len,date,source,likes,retweets,cleaned_tweet,processed_tweet,extracted_locations,primary_location,crime_category,security_level
261,WANTED for a Robbery Pattern in the confines of the 10 Precinct #Manhattan within the month of April Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/a25E6lkriO,1514817807493476365,241,2022-04-15 04:08:03+00:00,Twitter Web App,11,15,wanted for a robbery pattern in the confines of the precinct manhattan within the month of april reward up to seen him know who he is call tips or dm us calls are confidential yourcityyourcall,wanted robbery pattern confines precinct manhattan within month april reward seen know call tips calls confidential yourcityyourcall,['Manhattan'],Manhattan,violent_crime,high
262,WANTED for Sex Abuse Pattern in the confines of the 48 Precinct #Bronx within the months of March &amp; April Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/7eG9daH5m4,1514814838094008321,250,2022-04-15 03:56:15+00:00,Twitter Web App,10,18,wanted for sex abuse pattern in the confines of the precinct bronx within the months of march amp april reward up to seen him know who he is call tips or dm us calls are confidential yourcityyourcall,wanted sex abuse pattern confines precinct bronx within months march amp april reward seen know call tips calls confidential yourcityyourcall,['Bronx'],Bronx,other,unknown
263,WANTED for Reckless Endangerment in the vicinity of 64 Sherif S Byrd Place #mounteden #bronx On 04/07/21 @ 10:05 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/Ou5iTEsof4,1514811773483831303,256,2022-04-15 03:44:05+00:00,Twitter Web App,29,27,wanted for reckless endangerment in the vicinity of sherif s byrd place mounteden bronx on pm reward up to seen him know who he is call tips or dm us calls are confidential yourcityyourcall,wanted reckless endangerment vicinity sherif byrd place mounteden bronx reward seen know call tips calls confidential yourcityyourcall,['Bronx'],Bronx,other,unknown
264,🚨WANTED🚨Sex Abuse in front of 9511 Church Ave #Brooklyn  @NYPD67pct on 3/31/22@ 2:30A.M Updated Video https://t.co/GTaYrJ1JuH,1514746957956276226,125,2022-04-14 23:26:32+00:00,Twitter Web App,14,15,wantedsex abuse in front of church ave brooklyn on am updated video,wantedsex abuse front church ave brooklyn updated video,['Brooklyn'],Brooklyn,other,unknown
265,"🚨WANTED🚨Sex Abuse in front of 9511 Church Ave #Brooklyn @NYPD67pct on 3/31/22@ 12:30P.M The individual slapped the victim, ripped the victims pants and underwear &amp; proceeded to sexually abuse her.💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/G28jTHGJub",1514516917557633030,303,2022-04-14 08:12:26+00:00,Twitter Web App,45,37,wantedsex abuse in front of church ave brooklyn on pm the individual slapped the victim ripped the victims pants and underwear amp proceeded to sexually abuse herreward up to know who he iscall tips calls are confidential,wantedsex abuse front church ave brooklyn individual slapped victim ripped victims pants underwear amp proceeded sexually abuse herreward know iscall tips calls confidential,['Brooklyn'],Brooklyn,other,unknown
266,"🚨WANTED￼🚨ROBBERY in the vicinity of 200 Baychester Ave #Bronx @NYPD43pct on 4/11/22@ 10PM individuals punched a cab driver in the face, took $20 from his hand &amp; $350 from his jacket pocket.￼💰Reward up to $3500 Know who they are?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/QG8fksmO2S",1514487136728535047,301,2022-04-14 06:14:05+00:00,Twitter for iPad,29,25,wantedrobbery in the vicinity of baychester ave bronx on pm individuals punched a cab driver in the face took from his hand amp from his jacket pocketreward up to know who they arecall tips calls are confidential,wantedrobbery vicinity baychester ave bronx individuals punched cab driver face took hand amp jacket pocketreward know arecall tips calls confidential,['Bronx'],Bronx,violent_crime,high
267,🚨WANTED￼🚨ROBBERY inside of(Fairway)@ 550 2nd Ave #Manhattan @NYPD17pct on 4/9/22@ 12:30P.M the individual filled his backpack with beer valued at $81. The individual displayed a razor &amp; fled.￼💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/Fp2R8QHEWP,1514459100586856450,300,2022-04-14 04:22:41+00:00,Twitter for iPad,13,13,wantedrobbery inside offairway nd ave manhattan on pm the individual filled his backpack with beer valued at the individual displayed a razor amp fledreward up to know who he iscall tips calls are confidential,wantedrobbery inside offairway ave manhattan individual filled backpack beer valued individual displayed razor amp fledreward know iscall tips calls confidential,['Manhattan'],Manhattan,violent_crime,high
268,"🚨WANTED🚨for an ASSAULT in front of 471 Gates Ave #Brooklyn @NYPD79pct on 4/12/22@ 4:20P.M Two of three individuals displayed firearms and discharged them multiple times, striking three victims.💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/0SycyxEUzH",1514454409870286848,299,2022-04-14 04:04:03+00:00,Twitter for iPad,30,39,wantedfor an assault in front of gates ave brooklyn on pm two of three individuals displayed firearms and discharged them multiple times striking three victimsreward up to know who they arecall tips calls are confidential,wantedfor assault front gates ave brooklyn two three individuals displayed firearms discharged multiple times striking three victimsreward know arecall tips calls confidential,['Brooklyn'],Brooklyn,violent_crime,high
269,"@jgriffin231 Hello, where was the last time you saw this individual?",1514294786584457220,68,2022-04-13 17:29:46+00:00,Twitter for iPad,27,2,hello where was the last time you saw this individual,hello last time saw individual,['Unknown'],Unknown,other,unknown
270,#CRIMESTOPPERS https://t.co/FsGIYDaZB1,1514145911395561474,38,2022-04-13 07:38:11+00:00,Twitter for iPad,38,22,crimestoppers,crimestoppers,['Unknown'],Unknown,other,unknown
271,"🚨 PERSON OF INTEREST 🚨 

This is Frank James who is a person of interest in the shooting in #Brooklyn. Any information can be directed to @NYPDTips at 800-577-TIPS. https://t.co/wx6We4PrZp",1514145492426498049,188,2022-04-13 07:36:31+00:00,Twitter for iPad,60,61,person of interest this is frank james who is a person of interest in the shooting in brooklyn any information can be directed to at tips,person interest frank james person interest shooting brooklyn information directed tips,['Brooklyn'],Brooklyn,violent_crime,high
272,WANTED for A Burglary inside of 150-11 Hillside Avenue. #Queens @NYPD107pct on 3/9/22 @ 8:30 AM the individual gained entry into an office by forcing open the door and removing three cellphones Reward up to $3500 Seen them? Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/fzfy1Ng60E,1514144767218749440,292,2022-04-13 07:33:38+00:00,Twitter for iPad,8,12,wanted for a burglary inside of hillside avenue queens on am the individual gained entry into an office by forcing open the door and removing three cellphones reward up to seen them call tips calls are confidential,wanted burglary inside hillside avenue queens individual gained entry office forcing open door removing three cellphones reward seen call tips calls confidential,['Queens'],Queens,property_crime,moderate
273,"RT @NYPDnews: In regard to the multiple people shot at the 36th Street subway station in Brooklyn, there are NO active explosive devices at…",1513892759190528008,140,2022-04-12 14:52:15+00:00,Twitter for iPhone,0,1756,rt in regard to the multiple people shot at the th street subway station in brooklyn there are no active explosive devices at,regard multiple people shot street subway station brooklyn active explosive devices,['Brooklyn'],Brooklyn,violent_crime,high
274,"WANTED for RECKLESS ENDANGERMENT: On 4/11/22 @ 12:18 AM, vicinity S 3rd St &amp; Havemeyer St @NYPD90PCT the unidentified individuals entered the building, one individual discharged a firearm @ an apartment door. Any info call us at 800-577-TIPS or our website https://t.co/TRPPY5zHV2 https://t.co/VjMDiwxOfz",1513745833208041474,308,2022-04-12 05:08:25+00:00,Twitter Web App,33,31,wanted for reckless endangerment on am vicinity s rd st amp havemeyer st the unidentified individuals entered the building one individual discharged a firearm an apartment door any info call us at tips or our website,wanted reckless endangerment vicinity amp havemeyer unidentified individuals entered building one individual discharged firearm apartment door info call tips website,['Unknown'],Unknown,other,unknown
275,https://t.co/Px9kxQFugR,1513646416253571074,23,2022-04-11 22:33:22+00:00,Twitter Web App,4,4,,,['Unknown'],Unknown,other,unknown
276,"WANTED for ROBBERY: On 3/19/22 @ 4:56 AM, inside a deli located @ 2100 2 Ave @NYPD23PCT, the unidentified individual displayed a firearm &amp; removed property from the location. Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2. https://t.co/W68p1tUneQ",1513646412646469643,301,2022-04-11 22:33:21+00:00,Twitter Web App,12,14,wanted for robbery on am inside a deli located ave the unidentified individual displayed a firearm amp removed property from the location any info call us at tips or anonymously post a tip on our website,wanted robbery inside deli located ave unidentified individual displayed firearm amp removed property location info call tips anonymously post tip website,['Unknown'],Unknown,violent_crime,high
277,"🚨WANTED-BURGLARY: 3/26/22 at approx. 4PM, inside PS 175, 64-35 102 St  @NYPD112PCT Queens.  The suspects spray painted anti-black slurs in the classrooms &amp; removed property.  Any info call us at 800-577-TIPS or post a tip to https://t.co/TRPPY5zHV2  Reward up to $3,500s https://t.co/16DwtK2Y2E",1513646359190122499,298,2022-04-11 22:33:08+00:00,Twitter Web App,15,12,wantedburglary at approx pm inside ps st queens the suspects spray painted antiblack slurs in the classrooms amp removed property any info call us at tips or post a tip to reward up to s,wantedburglary approx inside queens suspects spray painted antiblack slurs classrooms amp removed property info call tips post tip reward,['Queens'],Queens,property_crime,moderate
278,https://t.co/KUXa89qiaX,1513644911266082821,23,2022-04-11 22:27:23+00:00,Twitter Web App,16,15,,,['Unknown'],Unknown,other,unknown
279,"WANTED for ROBBERY: On 3/23/22 @ 10:07 PM, inside Foo Hing restaurant @NYPD40PCT two individuals approached the victim asking for money the victim refused &amp; was pushed to the floor having property removed. call us @ 800-577-TIPS or post on our website https://t.co/TRPPY5zHV2. https://t.co/Sq42zbXTs3",1513644907960971267,304,2022-04-11 22:27:22+00:00,Twitter Web App,46,48,wanted for robbery on pm inside foo hing restaurant two individuals approached the victim asking for money the victim refused amp was pushed to the floor having property removed call us tips or post on our website,wanted robbery inside foo hing restaurant two individuals approached victim asking money victim refused amp pushed floor property removed call tips post website,['Unknown'],Unknown,violent_crime,high
280,"WANTED for HOMICIDE: On 3/7/22 @ 7:45 AM, vicinity of Sheridan Ave &amp; East 164 St @NYPD44PCT George Akino stabbed a 30-year-old victim causing his death. Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/4BFlfzWc90",1513038177434542083,299,2022-04-10 06:16:27+00:00,Twitter Web App,28,35,wanted for homicide on am vicinity of sheridan ave amp east st george akino stabbed a yearold victim causing his death any info call us at tips or anonymously post a tip on our website reward up to,wanted homicide vicinity sheridan ave amp east george akino stabbed yearold victim causing death info call tips anonymously post tip website reward,['Unknown'],Unknown,violent_crime,high
281,"WANTED for ATTEMPTED ASSAULT: On 4/7/22 @ 5:00 PM, vicinity of Lafayette Ave &amp; Castle Hill Ave @NYPD43PCT a dispute between a male &amp; female occurred when three unidentified individuals arrived in a white sedan displayed a firearm &amp; discharged rounds at the male victim. https://t.co/LKmNrG6Kkf",1513031645535870977,305,2022-04-10 05:50:29+00:00,Twitter Web App,35,32,wanted for attempted assault on pm vicinity of lafayette ave amp castle hill ave a dispute between a male amp female occurred when three unidentified individuals arrived in a white sedan displayed a firearm amp discharged rounds at the male victim,wanted attempted assault vicinity lafayette ave amp castle hill ave dispute male amp female occurred three unidentified individuals arrived white sedan displayed firearm amp discharged rounds male victim,['Unknown'],Unknown,violent_crime,high
282,*ADDITIONAL PHOTO* https://t.co/z07ZJR0aZx,1513029058254229508,42,2022-04-10 05:40:12+00:00,Twitter Web App,20,15,additional photo,additional photo,['Unknown'],Unknown,other,unknown
283,"WANTED for ROBBERY: On 4/5/22 at approx. 6:49 AM, @ the 42 Street-Port Authority Bus Terminal subway station @NYPD14PCT the unidentified individual assaulted &amp; removed property from a 67-year-old victim. Any info call us at 800-577-TIPS Reward up to $3,500 https://t.co/oLe2wtBIdo",1513029055985160196,284,2022-04-10 05:40:12+00:00,Twitter Web App,38,33,wanted for robbery on at approx am the streetport authority bus terminal subway station the unidentified individual assaulted amp removed property from a yearold victim any info call us at tips reward up to,wanted robbery approx streetport authority bus terminal subway station unidentified individual assaulted amp removed property yearold victim info call tips reward,['Unknown'],Unknown,violent_crime,high
